date,KO stock,isPartial
2013-11-01,68,False
2013-11-02,30,False
2013-11-03,22,False
2013-11-04,74,False
2013-11-05,49,False
2013-11-06,31,False
2013-11-07,75,False
2013-11-08,72,False
2013-11-09,30,False
2013-11-10,50,False
2013-11-11,49,False
2013-11-12,55,False
2013-11-13,61,False
2013-11-14,100,False
2013-11-15,78,False
2013-11-16,29,False
2013-11-17,58,False
2013-11-18,55,False
2013-11-19,79,False
2013-11-20,18,False
2013-11-21,56,False
2013-11-22,45,False
2013-11-23,22,False
2013-11-24,0,False
2013-11-25,60,False
2013-11-26,73,False
2013-11-27,55,False
2013-11-28,66,False
2013-11-29,33,False
2013-11-30,15,False
