date,PEP stock,isPartial
2013-03-01,100,False
2013-03-02,28,False
2013-03-03,29,False
2013-03-04,24,False
2013-03-05,24,False
2013-03-06,72,False
2013-03-07,36,False
2013-03-08,50,False
2013-03-09,0,False
2013-03-10,0,False
2013-03-11,24,False
2013-03-12,58,False
2013-03-13,35,False
2013-03-14,60,False
2013-03-15,24,False
2013-03-16,28,False
2013-03-17,55,False
2013-03-18,23,False
2013-03-19,23,False
2013-03-20,71,False
2013-03-21,73,False
2013-03-22,73,False
2013-03-23,28,False
2013-03-24,28,False
2013-03-25,35,False
2013-03-26,70,False
2013-03-27,49,False
2013-03-28,25,False
2013-03-29,27,False
2013-03-30,29,False
2013-03-31,0,False
