date,SYMC stock,isPartial
2013-12-01,0,False
2013-12-02,59,False
2013-12-03,0,False
2013-12-04,30,False
2013-12-05,0,False
2013-12-06,0,False
2013-12-07,0,False
2013-12-08,0,False
2013-12-09,30,False
2013-12-10,0,False
2013-12-11,0,False
2013-12-12,0,False
2013-12-13,33,False
2013-12-14,0,False
2013-12-15,0,False
2013-12-16,0,False
2013-12-17,0,False
2013-12-18,0,False
2013-12-19,0,False
2013-12-20,35,False
2013-12-21,38,False
2013-12-22,0,False
2013-12-23,0,False
2013-12-24,38,False
2013-12-25,0,False
2013-12-26,0,False
2013-12-27,0,False
2013-12-28,0,False
2013-12-29,0,False
2013-12-30,100,False
2013-12-31,0,False
