date,EA stock,isPartial
2017-03-01,44,False
2017-03-02,80,False
2017-03-03,76,False
2017-03-04,42,False
2017-03-05,33,False
2017-03-06,60,False
2017-03-07,83,False
2017-03-08,45,False
2017-03-09,62,False
2017-03-10,97,False
2017-03-11,24,False
2017-03-12,41,False
2017-03-13,85,False
2017-03-14,58,False
2017-03-15,75,False
2017-03-16,55,False
2017-03-17,88,False
2017-03-18,21,False
2017-03-19,33,False
2017-03-20,100,False
2017-03-21,70,False
2017-03-22,58,False
2017-03-23,75,False
2017-03-24,52,False
2017-03-25,15,False
2017-03-26,53,False
2017-03-27,70,False
2017-03-28,37,False
2017-03-29,67,False
2017-03-30,64,False
2017-03-31,61,False
