date,TSLA stock,isPartial
2019-02-01,51,False
2019-02-02,17,False
2019-02-03,3,False
2019-02-04,56,False
2019-02-05,52,False
2019-02-06,44,False
2019-02-07,46,False
2019-02-08,48,False
2019-02-09,13,False
2019-02-10,6,False
2019-02-11,50,False
2019-02-12,42,False
2019-02-13,45,False
2019-02-14,46,False
2019-02-15,44,False
2019-02-16,10,False
2019-02-17,5,False
2019-02-18,13,False
2019-02-19,43,False
2019-02-20,50,False
2019-02-21,58,False
2019-02-22,62,False
2019-02-23,13,False
2019-02-24,8,False
2019-02-25,47,False
2019-02-26,83,False
2019-02-27,71,False
2019-02-28,100,False
