date,FB stock,isPartial
2012-08-01,89,False
2012-08-02,97,False
2012-08-03,92,False
2012-08-04,34,False
2012-08-05,24,False
2012-08-06,57,False
2012-08-07,73,False
2012-08-08,45,False
2012-08-09,60,False
2012-08-10,62,False
2012-08-11,37,False
2012-08-12,9,False
2012-08-13,55,False
2012-08-14,62,False
2012-08-15,72,False
2012-08-16,100,False
2012-08-17,100,False
2012-08-18,42,False
2012-08-19,35,False
2012-08-20,62,False
2012-08-21,85,False
2012-08-22,53,False
2012-08-23,69,False
2012-08-24,84,False
2012-08-25,29,False
2012-08-26,21,False
2012-08-27,47,False
2012-08-28,43,False
2012-08-29,52,False
2012-08-30,50,False
2012-08-31,40,False
