date,HD stock,isPartial
2016-10-01,63,False
2016-10-02,28,False
2016-10-03,65,False
2016-10-04,45,False
2016-10-05,76,False
2016-10-06,91,False
2016-10-07,100,False
2016-10-08,29,False
2016-10-09,11,False
2016-10-10,51,False
2016-10-11,66,False
2016-10-12,82,False
2016-10-13,40,False
2016-10-14,58,False
2016-10-15,53,False
2016-10-16,11,False
2016-10-17,80,False
2016-10-18,74,False
2016-10-19,59,False
2016-10-20,70,False
2016-10-21,47,False
2016-10-22,47,False
2016-10-23,23,False
2016-10-24,50,False
2016-10-25,59,False
2016-10-26,78,False
2016-10-27,82,False
2016-10-28,90,False
2016-10-29,29,False
2016-10-30,29,False
2016-10-31,62,False
