date,INTC stock,isPartial
2014-12-01,62,False
2014-12-02,72,False
2014-12-03,52,False
2014-12-04,74,False
2014-12-05,100,False
2014-12-06,38,False
2014-12-07,12,False
2014-12-08,54,False
2014-12-09,42,False
2014-12-10,64,False
2014-12-11,32,False
2014-12-12,34,False
2014-12-13,38,False
2014-12-14,13,False
2014-12-15,10,False
2014-12-16,43,False
2014-12-17,65,False
2014-12-18,55,False
2014-12-19,69,False
2014-12-20,0,False
2014-12-21,0,False
2014-12-22,68,False
2014-12-23,47,False
2014-12-24,53,False
2014-12-25,14,False
2014-12-26,13,False
2014-12-27,51,False
2014-12-28,38,False
2014-12-29,68,False
2014-12-30,46,False
2014-12-31,51,False
