date,TSLA stock,isPartial
2017-06-01,66,False
2017-06-02,70,False
2017-06-03,16,False
2017-06-04,6,False
2017-06-05,72,False
2017-06-06,78,False
2017-06-07,87,False
2017-06-08,91,False
2017-06-09,98,False
2017-06-10,25,False
2017-06-11,15,False
2017-06-12,91,False
2017-06-13,89,False
2017-06-14,82,False
2017-06-15,78,False
2017-06-16,73,False
2017-06-17,17,False
2017-06-18,3,False
2017-06-19,83,False
2017-06-20,100,False
2017-06-21,49,False
2017-06-22,86,False
2017-06-23,80,False
2017-06-24,16,False
2017-06-25,9,False
2017-06-26,63,False
2017-06-27,67,False
2017-06-28,61,False
2017-06-29,65,False
2017-06-30,63,False
