date,CTSH stock,isPartial
2015-08-01,21,False
2015-08-02,42,False
2015-08-03,23,False
2015-08-04,17,False
2015-08-05,71,False
2015-08-06,71,False
2015-08-07,43,False
2015-08-08,21,False
2015-08-09,21,False
2015-08-10,69,False
2015-08-11,63,False
2015-08-12,35,False
2015-08-13,44,False
2015-08-14,36,False
2015-08-15,21,False
2015-08-16,20,False
2015-08-17,77,False
2015-08-18,34,False
2015-08-19,40,False
2015-08-20,43,False
2015-08-21,83,False
2015-08-22,41,False
2015-08-23,20,False
2015-08-24,100,False
2015-08-25,56,False
2015-08-26,68,False
2015-08-27,34,False
2015-08-28,53,False
2015-08-29,20,False
2015-08-30,20,False
2015-08-31,22,False
