date,HAS stock,isPartial
2012-09-01,42,False
2012-09-02,44,False
2012-09-03,45,False
2012-09-04,36,False
2012-09-05,74,False
2012-09-06,51,False
2012-09-07,52,False
2012-09-08,32,False
2012-09-09,41,False
2012-09-10,55,False
2012-09-11,55,False
2012-09-12,71,False
2012-09-13,69,False
2012-09-14,47,False
2012-09-15,44,False
2012-09-16,72,False
2012-09-17,100,False
2012-09-18,84,False
2012-09-19,54,False
2012-09-20,65,False
2012-09-21,72,False
2012-09-22,67,False
2012-09-23,79,False
2012-09-24,85,False
2012-09-25,63,False
2012-09-26,80,False
2012-09-27,45,False
2012-09-28,55,False
2012-09-29,66,False
2012-09-30,73,False
