date,BA stock,isPartial
2014-08-01,85,False
2014-08-02,35,False
2014-08-03,25,False
2014-08-04,38,False
2014-08-05,71,False
2014-08-06,55,False
2014-08-07,100,False
2014-08-08,53,False
2014-08-09,20,False
2014-08-10,15,False
2014-08-11,42,False
2014-08-12,25,False
2014-08-13,62,False
2014-08-14,46,False
2014-08-15,88,False
2014-08-16,30,False
2014-08-17,45,False
2014-08-18,71,False
2014-08-19,62,False
2014-08-20,70,False
2014-08-21,74,False
2014-08-22,43,False
2014-08-23,44,False
2014-08-24,29,False
2014-08-25,65,False
2014-08-26,44,False
2014-08-27,44,False
2014-08-28,61,False
2014-08-29,34,False
2014-08-30,20,False
2014-08-31,22,False
