date,PFE stock,isPartial
2015-04-01,88,False
2015-04-02,66,False
2015-04-03,28,False
2015-04-04,30,False
2015-04-05,15,False
2015-04-06,66,False
2015-04-07,86,False
2015-04-08,25,False
2015-04-09,100,False
2015-04-10,26,False
2015-04-11,0,False
2015-04-12,0,False
2015-04-13,49,False
2015-04-14,37,False
2015-04-15,50,False
2015-04-16,50,False
2015-04-17,13,False
2015-04-18,0,False
2015-04-19,15,False
2015-04-20,0,False
2015-04-21,62,False
2015-04-22,62,False
2015-04-23,50,False
2015-04-24,26,False
2015-04-25,15,False
2015-04-26,15,False
2015-04-27,61,False
2015-04-28,60,False
2015-04-29,37,False
2015-04-30,25,False
