date,MU stock,isPartial
2018-02-01,70,False
2018-02-02,66,False
2018-02-03,13,False
2018-02-04,8,False
2018-02-05,64,False
2018-02-06,100,False
2018-02-07,86,False
2018-02-08,73,False
2018-02-09,82,False
2018-02-10,18,False
2018-02-11,11,False
2018-02-12,51,False
2018-02-13,64,False
2018-02-14,60,False
2018-02-15,60,False
2018-02-16,58,False
2018-02-17,24,False
2018-02-18,7,False
2018-02-19,21,False
2018-02-20,60,False
2018-02-21,56,False
2018-02-22,56,False
2018-02-23,74,False
2018-02-24,21,False
2018-02-25,11,False
2018-02-26,71,False
2018-02-27,81,False
2018-02-28,73,False
