date,QCOM stock,isPartial
2017-02-01,63,False
2017-02-02,68,False
2017-02-03,94,False
2017-02-04,22,False
2017-02-05,7,False
2017-02-06,44,False
2017-02-07,79,False
2017-02-08,51,False
2017-02-09,68,False
2017-02-10,66,False
2017-02-11,26,False
2017-02-12,14,False
2017-02-13,72,False
2017-02-14,82,False
2017-02-15,97,False
2017-02-16,77,False
2017-02-17,67,False
2017-02-18,48,False
2017-02-19,22,False
2017-02-20,26,False
2017-02-21,44,False
2017-02-22,54,False
2017-02-23,100,False
2017-02-24,73,False
2017-02-25,26,False
2017-02-26,22,False
2017-02-27,56,False
2017-02-28,63,False
