date,AMZN stock,isPartial
2017-06-01,39,False
2017-06-02,47,False
2017-06-03,13,False
2017-06-04,7,False
2017-06-05,32,False
2017-06-06,44,False
2017-06-07,28,False
2017-06-08,35,False
2017-06-09,44,False
2017-06-10,19,False
2017-06-11,8,False
2017-06-12,61,False
2017-06-13,44,False
2017-06-14,36,False
2017-06-15,43,False
2017-06-16,100,False
2017-06-17,19,False
2017-06-18,9,False
2017-06-19,46,False
2017-06-20,39,False
2017-06-21,40,False
2017-06-22,33,False
2017-06-23,30,False
2017-06-24,9,False
2017-06-25,6,False
2017-06-26,36,False
2017-06-27,39,False
2017-06-28,41,False
2017-06-29,38,False
2017-06-30,33,False
