date,DIS stock,isPartial
2013-10-01,63,False
2013-10-02,13,False
2013-10-03,52,False
2013-10-04,67,False
2013-10-05,31,False
2013-10-06,45,False
2013-10-07,51,False
2013-10-08,13,False
2013-10-09,90,False
2013-10-10,78,False
2013-10-11,27,False
2013-10-12,16,False
2013-10-13,15,False
2013-10-14,65,False
2013-10-15,26,False
2013-10-16,39,False
2013-10-17,13,False
2013-10-18,54,False
2013-10-19,31,False
2013-10-20,60,False
2013-10-21,25,False
2013-10-22,100,False
2013-10-23,63,False
2013-10-24,51,False
2013-10-25,66,False
2013-10-26,0,False
2013-10-27,0,False
2013-10-28,12,False
2013-10-29,62,False
2013-10-30,25,False
2013-10-31,39,False
