date,MU stock,isPartial
2013-05-01,24,False
2013-05-02,68,False
2013-05-03,47,False
2013-05-04,54,False
2013-05-05,0,False
2013-05-06,90,False
2013-05-07,22,False
2013-05-08,0,False
2013-05-09,92,False
2013-05-10,35,False
2013-05-11,0,False
2013-05-12,40,False
2013-05-13,33,False
2013-05-14,66,False
2013-05-15,33,False
2013-05-16,100,False
2013-05-17,58,False
2013-05-18,27,False
2013-05-19,53,False
2013-05-20,33,False
2013-05-21,22,False
2013-05-22,22,False
2013-05-23,88,False
2013-05-24,81,False
2013-05-25,27,False
2013-05-26,0,False
2013-05-27,23,False
2013-05-28,65,False
2013-05-29,32,False
2013-05-30,45,False
2013-05-31,69,False
