date,FB stock,isPartial
2013-03-01,100,False
2013-03-02,45,False
2013-03-03,18,False
2013-03-04,85,False
2013-03-05,79,False
2013-03-06,98,False
2013-03-07,67,False
2013-03-08,82,False
2013-03-09,37,False
2013-03-10,18,False
2013-03-11,62,False
2013-03-12,64,False
2013-03-13,70,False
2013-03-14,65,False
2013-03-15,45,False
2013-03-16,40,False
2013-03-17,11,False
2013-03-18,46,False
2013-03-19,46,False
2013-03-20,60,False
2013-03-21,63,False
2013-03-22,45,False
2013-03-23,29,False
2013-03-24,18,False
2013-03-25,50,False
2013-03-26,41,False
2013-03-27,45,False
2013-03-28,57,False
2013-03-29,43,False
2013-03-30,31,False
2013-03-31,8,False
