date,FB stock,isPartial
2016-10-01,15,False
2016-10-02,19,False
2016-10-03,57,False
2016-10-04,70,False
2016-10-05,67,False
2016-10-06,60,False
2016-10-07,52,False
2016-10-08,25,False
2016-10-09,10,False
2016-10-10,70,False
2016-10-11,68,False
2016-10-12,68,False
2016-10-13,56,False
2016-10-14,61,False
2016-10-15,22,False
2016-10-16,25,False
2016-10-17,59,False
2016-10-18,86,False
2016-10-19,100,False
2016-10-20,77,False
2016-10-21,87,False
2016-10-22,37,False
2016-10-23,14,False
2016-10-24,95,False
2016-10-25,94,False
2016-10-26,74,False
2016-10-27,81,False
2016-10-28,86,False
2016-10-29,18,False
2016-10-30,26,False
2016-10-31,73,False
