date,FB stock,isPartial
2015-02-01,17,False
2015-02-02,68,False
2015-02-03,61,False
2015-02-04,76,False
2015-02-05,65,False
2015-02-06,80,False
2015-02-07,27,False
2015-02-08,24,False
2015-02-09,62,False
2015-02-10,55,False
2015-02-11,75,False
2015-02-12,74,False
2015-02-13,89,False
2015-02-14,33,False
2015-02-15,20,False
2015-02-16,45,False
2015-02-17,60,False
2015-02-18,47,False
2015-02-19,77,False
2015-02-20,100,False
2015-02-21,29,False
2015-02-22,22,False
2015-02-23,70,False
2015-02-24,59,False
2015-02-25,69,False
2015-02-26,73,False
2015-02-27,84,False
2015-02-28,24,False
