date,HAS stock,isPartial
2016-02-01,86,False
2016-02-02,71,False
2016-02-03,74,False
2016-02-04,76,False
2016-02-05,71,False
2016-02-06,49,False
2016-02-07,63,False
2016-02-08,85,False
2016-02-09,100,False
2016-02-10,88,False
2016-02-11,77,False
2016-02-12,76,False
2016-02-13,51,False
2016-02-14,54,False
2016-02-15,75,False
2016-02-16,86,False
2016-02-17,71,False
2016-02-18,91,False
2016-02-19,68,False
2016-02-20,49,False
2016-02-21,69,False
2016-02-22,74,False
2016-02-23,89,False
2016-02-24,96,False
2016-02-25,87,False
2016-02-26,63,False
2016-02-27,50,False
2016-02-28,70,False
2016-02-29,95,False
