date,SBUX stock,isPartial
2013-08-01,71,False
2013-08-02,37,False
2013-08-03,22,False
2013-08-04,32,False
2013-08-05,53,False
2013-08-06,35,False
2013-08-07,27,False
2013-08-08,100,False
2013-08-09,37,False
2013-08-10,22,False
2013-08-11,0,False
2013-08-12,17,False
2013-08-13,35,False
2013-08-14,53,False
2013-08-15,47,False
2013-08-16,28,False
2013-08-17,21,False
2013-08-18,21,False
2013-08-19,26,False
2013-08-20,43,False
2013-08-21,26,False
2013-08-22,79,False
2013-08-23,72,False
2013-08-24,31,False
2013-08-25,21,False
2013-08-26,51,False
2013-08-27,67,False
2013-08-28,58,False
2013-08-29,43,False
2013-08-30,53,False
2013-08-31,20,False
