date,ODP stock,isPartial
2012-09-01,0,False
2012-09-02,0,False
2012-09-03,0,False
2012-09-04,65,False
2012-09-05,65,False
2012-09-06,100,False
2012-09-07,70,False
2012-09-08,0,False
2012-09-09,0,False
2012-09-10,0,False
2012-09-11,0,False
2012-09-12,64,False
2012-09-13,66,False
2012-09-14,0,False
2012-09-15,0,False
2012-09-16,0,False
2012-09-17,65,False
2012-09-18,0,False
2012-09-19,65,False
2012-09-20,66,False
2012-09-21,68,False
2012-09-22,79,False
2012-09-23,0,False
2012-09-24,64,False
2012-09-25,64,False
2012-09-26,63,False
2012-09-27,65,False
2012-09-28,68,False
2012-09-29,78,False
2012-09-30,0,False
