date,AMD stock,isPartial
2016-04-01,13,False
2016-04-02,7,False
2016-04-03,8,False
2016-04-04,11,False
2016-04-05,14,False
2016-04-06,14,False
2016-04-07,14,False
2016-04-08,10,False
2016-04-09,3,False
2016-04-10,3,False
2016-04-11,9,False
2016-04-12,9,False
2016-04-13,14,False
2016-04-14,18,False
2016-04-15,23,False
2016-04-16,5,False
2016-04-17,3,False
2016-04-18,17,False
2016-04-19,12,False
2016-04-20,23,False
2016-04-21,31,False
2016-04-22,100,False
2016-04-23,47,False
2016-04-24,17,False
2016-04-25,53,False
2016-04-26,49,False
2016-04-27,36,False
2016-04-28,48,False
2016-04-29,24,False
2016-04-30,7,False
