date,PEP stock,isPartial
2018-11-01,60,False
2018-11-02,36,False
2018-11-03,33,False
2018-11-04,12,False
2018-11-05,38,False
2018-11-06,34,False
2018-11-07,49,False
2018-11-08,100,False
2018-11-09,30,False
2018-11-10,0,False
2018-11-11,0,False
2018-11-12,45,False
2018-11-13,45,False
2018-11-14,46,False
2018-11-15,29,False
2018-11-16,47,False
2018-11-17,26,False
2018-11-18,26,False
2018-11-19,51,False
2018-11-20,90,False
2018-11-21,29,False
2018-11-22,23,False
2018-11-23,23,False
2018-11-24,25,False
2018-11-25,0,False
2018-11-26,55,False
2018-11-27,50,False
2018-11-28,39,False
2018-11-29,51,False
2018-11-30,46,False
