date,AMZN stock,isPartial
2015-05-01,68,False
2015-05-02,41,False
2015-05-03,0,False
2015-05-04,67,False
2015-05-05,27,False
2015-05-06,54,False
2015-05-07,82,False
2015-05-08,36,False
2015-05-09,8,False
2015-05-10,16,False
2015-05-11,61,False
2015-05-12,33,False
2015-05-13,20,False
2015-05-14,49,False
2015-05-15,43,False
2015-05-16,16,False
2015-05-17,24,False
2015-05-18,27,False
2015-05-19,33,False
2015-05-20,40,False
2015-05-21,61,False
2015-05-22,100,False
2015-05-23,16,False
2015-05-24,24,False
2015-05-25,14,False
2015-05-26,26,False
2015-05-27,27,False
2015-05-28,47,False
2015-05-29,28,False
2015-05-30,24,False
2015-05-31,16,False
