date,PEP stock,isPartial
2016-02-01,46,False
2016-02-02,62,False
2016-02-03,23,False
2016-02-04,39,False
2016-02-05,41,False
2016-02-06,45,False
2016-02-07,27,False
2016-02-08,56,False
2016-02-09,55,False
2016-02-10,47,False
2016-02-11,71,False
2016-02-12,97,False
2016-02-13,53,False
2016-02-14,0,False
2016-02-15,63,False
2016-02-16,23,False
2016-02-17,93,False
2016-02-18,100,False
2016-02-19,31,False
2016-02-20,53,False
2016-02-21,35,False
2016-02-22,61,False
2016-02-23,15,False
2016-02-24,46,False
2016-02-25,46,False
2016-02-26,48,False
2016-02-27,35,False
2016-02-28,17,False
2016-02-29,67,False
