date,SYMC stock,isPartial
2017-12-01,75,False
2017-12-02,33,False
2017-12-03,32,False
2017-12-04,28,False
2017-12-05,57,False
2017-12-06,100,False
2017-12-07,44,False
2017-12-08,30,False
2017-12-09,0,False
2017-12-10,0,False
2017-12-11,42,False
2017-12-12,57,False
2017-12-13,43,False
2017-12-14,44,False
2017-12-15,30,False
2017-12-16,0,False
2017-12-17,0,False
2017-12-18,29,False
2017-12-19,89,False
2017-12-20,76,False
2017-12-21,31,False
2017-12-22,33,False
2017-12-23,70,False
2017-12-24,37,False
2017-12-25,0,False
2017-12-26,32,False
2017-12-27,31,False
2017-12-28,31,False
2017-12-29,48,False
2017-12-30,0,False
2017-12-31,0,False
