date,FB stock,isPartial
2012-10-01,36,False
2012-10-02,42,False
2012-10-03,45,False
2012-10-04,66,False
2012-10-05,41,False
2012-10-06,11,False
2012-10-07,9,False
2012-10-08,35,False
2012-10-09,39,False
2012-10-10,26,False
2012-10-11,33,False
2012-10-12,37,False
2012-10-13,23,False
2012-10-14,10,False
2012-10-15,27,False
2012-10-16,40,False
2012-10-17,30,False
2012-10-18,32,False
2012-10-19,36,False
2012-10-20,21,False
2012-10-21,7,False
2012-10-22,38,False
2012-10-23,75,False
2012-10-24,100,False
2012-10-25,66,False
2012-10-26,68,False
2012-10-27,21,False
2012-10-28,17,False
2012-10-29,14,False
2012-10-30,15,False
2012-10-31,41,False
