date,KO stock,isPartial
2016-06-01,53,False
2016-06-02,42,False
2016-06-03,65,False
2016-06-04,15,False
2016-06-05,29,False
2016-06-06,29,False
2016-06-07,78,False
2016-06-08,46,False
2016-06-09,46,False
2016-06-10,39,False
2016-06-11,24,False
2016-06-12,19,False
2016-06-13,61,False
2016-06-14,36,False
2016-06-15,37,False
2016-06-16,82,False
2016-06-17,65,False
2016-06-18,20,False
2016-06-19,24,False
2016-06-20,33,False
2016-06-21,61,False
2016-06-22,58,False
2016-06-23,56,False
2016-06-24,100,False
2016-06-25,15,False
2016-06-26,15,False
2016-06-27,62,False
2016-06-28,66,False
2016-06-29,63,False
2016-06-30,43,False
