date,AMZN stock,isPartial
2016-12-01,59,False
2016-12-02,61,False
2016-12-03,32,False
2016-12-04,9,False
2016-12-05,98,False
2016-12-06,81,False
2016-12-07,75,False
2016-12-08,100,False
2016-12-09,77,False
2016-12-10,15,False
2016-12-11,15,False
2016-12-12,55,False
2016-12-13,85,False
2016-12-14,79,False
2016-12-15,67,False
2016-12-16,49,False
2016-12-17,15,False
2016-12-18,13,False
2016-12-19,67,False
2016-12-20,55,False
2016-12-21,60,False
2016-12-22,69,False
2016-12-23,46,False
2016-12-24,27,False
2016-12-25,9,False
2016-12-26,17,False
2016-12-27,73,False
2016-12-28,78,False
2016-12-29,54,False
2016-12-30,73,False
2016-12-31,16,False
