date,KO stock,isPartial
2016-03-01,65,False
2016-03-02,39,False
2016-03-03,71,False
2016-03-04,48,False
2016-03-05,24,False
2016-03-06,20,False
2016-03-07,45,False
2016-03-08,78,False
2016-03-09,53,False
2016-03-10,75,False
2016-03-11,100,False
2016-03-12,16,False
2016-03-13,16,False
2016-03-14,64,False
2016-03-15,78,False
2016-03-16,67,False
2016-03-17,58,False
2016-03-18,49,False
2016-03-19,12,False
2016-03-20,20,False
2016-03-21,57,False
2016-03-22,83,False
2016-03-23,29,False
2016-03-24,60,False
2016-03-25,20,False
2016-03-26,21,False
2016-03-27,34,False
2016-03-28,63,False
2016-03-29,78,False
2016-03-30,71,False
2016-03-31,68,False
