date,BA stock,isPartial
2015-09-01,45,False
2015-09-02,74,False
2015-09-03,71,False
2015-09-04,77,False
2015-09-05,29,False
2015-09-06,25,False
2015-09-07,33,False
2015-09-08,59,False
2015-09-09,59,False
2015-09-10,53,False
2015-09-11,51,False
2015-09-12,30,False
2015-09-13,18,False
2015-09-14,44,False
2015-09-15,61,False
2015-09-16,51,False
2015-09-17,70,False
2015-09-18,18,False
2015-09-19,12,False
2015-09-20,20,False
2015-09-21,68,False
2015-09-22,52,False
2015-09-23,100,False
2015-09-24,74,False
2015-09-25,47,False
2015-09-26,21,False
2015-09-27,24,False
2015-09-28,23,False
2015-09-29,41,False
2015-09-30,71,False
