date,DIS stock,isPartial
2017-05-01,36,False
2017-05-02,26,False
2017-05-03,40,False
2017-05-04,40,False
2017-05-05,34,False
2017-05-06,6,False
2017-05-07,7,False
2017-05-08,52,False
2017-05-09,100,False
2017-05-10,100,False
2017-05-11,59,False
2017-05-12,44,False
2017-05-13,23,False
2017-05-14,5,False
2017-05-15,35,False
2017-05-16,40,False
2017-05-17,49,False
2017-05-18,56,False
2017-05-19,46,False
2017-05-20,10,False
2017-05-21,6,False
2017-05-22,31,False
2017-05-23,38,False
2017-05-24,32,False
2017-05-25,31,False
2017-05-26,31,False
2017-05-27,10,False
2017-05-28,7,False
2017-05-29,6,False
2017-05-30,24,False
2017-05-31,23,False
