date,EXPE stock,isPartial
2017-04-01,0,False
2017-04-02,0,False
2017-04-03,25,False
2017-04-04,25,False
2017-04-05,25,False
2017-04-06,0,False
2017-04-07,53,False
2017-04-08,30,False
2017-04-09,0,False
2017-04-10,26,False
2017-04-11,39,False
2017-04-12,35,False
2017-04-13,27,False
2017-04-14,29,False
2017-04-15,0,False
2017-04-16,0,False
2017-04-17,53,False
2017-04-18,25,False
2017-04-19,38,False
2017-04-20,42,False
2017-04-21,80,False
2017-04-22,0,False
2017-04-23,0,False
2017-04-24,25,False
2017-04-25,100,False
2017-04-26,41,False
2017-04-27,25,False
2017-04-28,79,False
2017-04-29,59,False
2017-04-30,30,False
