date,CSCO stock,isPartial
2016-08-01,21,False
2016-08-02,16,False
2016-08-03,28,False
2016-08-04,17,False
2016-08-05,20,False
2016-08-06,14,False
2016-08-07,0,False
2016-08-08,22,False
2016-08-09,31,False
2016-08-10,32,False
2016-08-11,20,False
2016-08-12,26,False
2016-08-13,14,False
2016-08-14,11,False
2016-08-15,31,False
2016-08-16,28,False
2016-08-17,100,False
2016-08-18,93,False
2016-08-19,33,False
2016-08-20,6,False
2016-08-21,9,False
2016-08-22,24,False
2016-08-23,22,False
2016-08-24,17,False
2016-08-25,33,False
2016-08-26,29,False
2016-08-27,0,False
2016-08-28,11,False
2016-08-29,44,False
2016-08-30,48,False
2016-08-31,16,False
