date,MCD stock,isPartial
2013-07-01,35,False
2013-07-02,53,False
2013-07-03,35,False
2013-07-04,19,False
2013-07-05,38,False
2013-07-06,33,False
2013-07-07,0,False
2013-07-08,23,False
2013-07-09,53,False
2013-07-10,30,False
2013-07-11,42,False
2013-07-12,50,False
2013-07-13,22,False
2013-07-14,21,False
2013-07-15,53,False
2013-07-16,41,False
2013-07-17,48,False
2013-07-18,42,False
2013-07-19,56,False
2013-07-20,22,False
2013-07-21,0,False
2013-07-22,100,False
2013-07-23,69,False
2013-07-24,59,False
2013-07-25,42,False
2013-07-26,43,False
2013-07-27,32,False
2013-07-28,32,False
2013-07-29,26,False
2013-07-30,52,False
2013-07-31,41,False
