date,GOOG stock,isPartial
2014-09-01,26,False
2014-09-02,44,False
2014-09-03,59,False
2014-09-04,83,False
2014-09-05,83,False
2014-09-06,38,False
2014-09-07,26,False
2014-09-08,69,False
2014-09-09,74,False
2014-09-10,62,False
2014-09-11,57,False
2014-09-12,62,False
2014-09-13,23,False
2014-09-14,48,False
2014-09-15,100,False
2014-09-16,63,False
2014-09-17,59,False
2014-09-18,60,False
2014-09-19,85,False
2014-09-20,26,False
2014-09-21,22,False
2014-09-22,87,False
2014-09-23,69,False
2014-09-24,78,False
2014-09-25,60,False
2014-09-26,46,False
2014-09-27,34,False
2014-09-28,15,False
2014-09-29,37,False
2014-09-30,59,False
