date,EA stock,isPartial
2015-04-01,27,False
2015-04-02,57,False
2015-04-03,30,False
2015-04-04,24,False
2015-04-05,16,False
2015-04-06,28,False
2015-04-07,46,False
2015-04-08,47,False
2015-04-09,54,False
2015-04-10,35,False
2015-04-11,16,False
2015-04-12,16,False
2015-04-13,27,False
2015-04-14,40,False
2015-04-15,33,False
2015-04-16,67,False
2015-04-17,77,False
2015-04-18,24,False
2015-04-19,32,False
2015-04-20,40,False
2015-04-21,61,False
2015-04-22,47,False
2015-04-23,47,False
2015-04-24,49,False
2015-04-25,32,False
2015-04-26,16,False
2015-04-27,66,False
2015-04-28,59,False
2015-04-29,100,False
2015-04-30,35,False
