date,GRMN stock,isPartial
2016-03-01,72,False
2016-03-02,48,False
2016-03-03,0,False
2016-03-04,100,False
2016-03-05,0,False
2016-03-06,0,False
2016-03-07,0,False
2016-03-08,0,False
2016-03-09,0,False
2016-03-10,50,False
2016-03-11,76,False
2016-03-12,0,False
2016-03-13,0,False
2016-03-14,48,False
2016-03-15,49,False
2016-03-16,0,False
2016-03-17,99,False
2016-03-18,52,False
2016-03-19,57,False
2016-03-20,0,False
2016-03-21,0,False
2016-03-22,49,False
2016-03-23,51,False
2016-03-24,0,False
2016-03-25,54,False
2016-03-26,0,False
2016-03-27,0,False
2016-03-28,0,False
2016-03-29,0,False
2016-03-30,49,False
2016-03-31,0,False
