date,MU stock,isPartial
2012-04-01,0,False
2012-04-02,0,False
2012-04-03,35,False
2012-04-04,44,False
2012-04-05,27,False
2012-04-06,30,False
2012-04-07,33,False
2012-04-08,0,False
2012-04-09,62,False
2012-04-10,45,False
2012-04-11,38,False
2012-04-12,65,False
2012-04-13,27,False
2012-04-14,0,False
2012-04-15,31,False
2012-04-16,25,False
2012-04-17,25,False
2012-04-18,38,False
2012-04-19,77,False
2012-04-20,27,False
2012-04-21,0,False
2012-04-22,30,False
2012-04-23,42,False
2012-04-24,100,False
2012-04-25,64,False
2012-04-26,26,False
2012-04-27,0,False
2012-04-28,47,False
2012-04-29,31,False
2012-04-30,27,False
