date,SYMC stock,isPartial
2017-04-01,77,False
2017-04-02,0,False
2017-04-03,44,False
2017-04-04,66,False
2017-04-05,55,False
2017-04-06,67,False
2017-04-07,34,False
2017-04-08,77,False
2017-04-09,0,False
2017-04-10,100,False
2017-04-11,34,False
2017-04-12,68,False
2017-04-13,88,False
2017-04-14,37,False
2017-04-15,0,False
2017-04-16,39,False
2017-04-17,86,False
2017-04-18,33,False
2017-04-19,99,False
2017-04-20,33,False
2017-04-21,35,False
2017-04-22,38,False
2017-04-23,0,False
2017-04-24,55,False
2017-04-25,49,False
2017-04-26,65,False
2017-04-27,0,False
2017-04-28,69,False
2017-04-29,39,False
2017-04-30,39,False
