date,MU stock,isPartial
2012-02-01,64,False
2012-02-02,74,False
2012-02-03,100,False
2012-02-04,77,False
2012-02-05,25,False
2012-02-06,64,False
2012-02-07,21,False
2012-02-08,42,False
2012-02-09,21,False
2012-02-10,22,False
2012-02-11,26,False
2012-02-12,0,False
2012-02-13,63,False
2012-02-14,21,False
2012-02-15,0,False
2012-02-16,21,False
2012-02-17,34,False
2012-02-18,26,False
2012-02-19,0,False
2012-02-20,22,False
2012-02-21,66,False
2012-02-22,43,False
2012-02-23,85,False
2012-02-24,22,False
2012-02-25,25,False
2012-02-26,0,False
2012-02-27,21,False
2012-02-28,21,False
2012-02-29,31,False
