date,DIS stock,isPartial
2017-06-01,64,False
2017-06-02,65,False
2017-06-03,7,False
2017-06-04,7,False
2017-06-05,74,False
2017-06-06,67,False
2017-06-07,44,False
2017-06-08,50,False
2017-06-09,65,False
2017-06-10,7,False
2017-06-11,7,False
2017-06-12,50,False
2017-06-13,50,False
2017-06-14,56,False
2017-06-15,69,False
2017-06-16,71,False
2017-06-17,20,False
2017-06-18,13,False
2017-06-19,40,False
2017-06-20,49,False
2017-06-21,70,False
2017-06-22,100,False
2017-06-23,51,False
2017-06-24,7,False
2017-06-25,13,False
2017-06-26,58,False
2017-06-27,58,False
2017-06-28,41,False
2017-06-29,58,False
2017-06-30,24,False
