date,PHG stock,isPartial
2014-12-01,0,False
2014-12-02,0,False
2014-12-03,0,False
2014-12-04,0,False
2014-12-05,0,False
2014-12-06,0,False
2014-12-07,0,False
2014-12-08,84,False
2014-12-09,0,False
2014-12-10,0,False
2014-12-11,0,False
2014-12-12,0,False
2014-12-13,100,False
2014-12-14,99,False
2014-12-15,0,False
2014-12-16,0,False
2014-12-17,85,False
2014-12-18,0,False
2014-12-19,91,False
2014-12-20,0,False
2014-12-21,0,False
2014-12-22,0,False
2014-12-23,0,False
2014-12-24,0,False
2014-12-25,0,False
2014-12-26,0,False
2014-12-27,0,False
2014-12-28,0,False
2014-12-29,88,False
2014-12-30,90,False
2014-12-31,0,False
