date,FB stock,isPartial
2015-12-01,76,False
2015-12-02,100,False
2015-12-03,88,False
2015-12-04,83,False
2015-12-05,32,False
2015-12-06,25,False
2015-12-07,65,False
2015-12-08,87,False
2015-12-09,71,False
2015-12-10,73,False
2015-12-11,75,False
2015-12-12,38,False
2015-12-13,29,False
2015-12-14,82,False
2015-12-15,65,False
2015-12-16,68,False
2015-12-17,61,False
2015-12-18,81,False
2015-12-19,44,False
2015-12-20,32,False
2015-12-21,64,False
2015-12-22,93,False
2015-12-23,69,False
2015-12-24,78,False
2015-12-25,31,False
2015-12-26,21,False
2015-12-27,38,False
2015-12-28,71,False
2015-12-29,80,False
2015-12-30,79,False
2015-12-31,53,False
