date,EBAY stock,isPartial
2017-08-01,85,False
2017-08-02,82,False
2017-08-03,80,False
2017-08-04,75,False
2017-08-05,79,False
2017-08-06,63,False
2017-08-07,84,False
2017-08-08,68,False
2017-08-09,78,False
2017-08-10,84,False
2017-08-11,100,False
2017-08-12,55,False
2017-08-13,63,False
2017-08-14,91,False
2017-08-15,67,False
2017-08-16,88,False
2017-08-17,81,False
2017-08-18,74,False
2017-08-19,51,False
2017-08-20,57,False
2017-08-21,76,False
2017-08-22,87,False
2017-08-23,87,False
2017-08-24,68,False
2017-08-25,82,False
2017-08-26,44,False
2017-08-27,51,False
2017-08-28,83,False
2017-08-29,81,False
2017-08-30,68,False
2017-08-31,81,False
