date,EXPE stock,isPartial
2015-02-01,0,False
2015-02-02,23,False
2015-02-03,24,False
2015-02-04,23,False
2015-02-05,36,False
2015-02-06,37,False
2015-02-07,37,False
2015-02-08,0,False
2015-02-09,23,False
2015-02-10,23,False
2015-02-11,47,False
2015-02-12,72,False
2015-02-13,100,False
2015-02-14,0,False
2015-02-15,0,False
2015-02-16,0,False
2015-02-17,0,False
2015-02-18,72,False
2015-02-19,48,False
2015-02-20,25,False
2015-02-21,0,False
2015-02-22,0,False
2015-02-23,23,False
2015-02-24,23,False
2015-02-25,24,False
2015-02-26,24,False
2015-02-27,24,False
2015-02-28,0,False
