date,CSCO stock,isPartial
2016-01-01,32,False
2016-01-02,14,False
2016-01-03,21,False
2016-01-04,71,False
2016-01-05,59,False
2016-01-06,38,False
2016-01-07,75,False
2016-01-08,34,False
2016-01-09,14,False
2016-01-10,35,False
2016-01-11,53,False
2016-01-12,40,False
2016-01-13,58,False
2016-01-14,65,False
2016-01-15,34,False
2016-01-16,24,False
2016-01-17,14,False
2016-01-18,25,False
2016-01-19,33,False
2016-01-20,82,False
2016-01-21,100,False
2016-01-22,47,False
2016-01-23,14,False
2016-01-24,0,False
2016-01-25,41,False
2016-01-26,78,False
2016-01-27,73,False
2016-01-28,58,False
2016-01-29,51,False
2016-01-30,28,False
2016-01-31,28,False
