date,GS stock,isPartial
2014-06-01,100,False
2014-06-02,82,False
2014-06-03,63,False
2014-06-04,63,False
2014-06-05,69,False
2014-06-06,29,False
2014-06-07,34,False
2014-06-08,34,False
2014-06-09,47,False
2014-06-10,28,False
2014-06-11,27,False
2014-06-12,74,False
2014-06-13,48,False
2014-06-14,50,False
2014-06-15,0,False
2014-06-16,41,False
2014-06-17,55,False
2014-06-18,84,False
2014-06-19,86,False
2014-06-20,30,False
2014-06-21,34,False
2014-06-22,68,False
2014-06-23,28,False
2014-06-24,83,False
2014-06-25,41,False
2014-06-26,42,False
2014-06-27,49,False
2014-06-28,34,False
2014-06-29,45,False
2014-06-30,28,False
