date,PFE stock,isPartial
2014-04-01,11,False
2014-04-02,57,False
2014-04-03,23,False
2014-04-04,58,False
2014-04-05,40,False
2014-04-06,13,False
2014-04-07,78,False
2014-04-08,100,False
2014-04-09,34,False
2014-04-10,57,False
2014-04-11,48,False
2014-04-12,0,False
2014-04-13,0,False
2014-04-14,57,False
2014-04-15,33,False
2014-04-16,69,False
2014-04-17,24,False
2014-04-18,13,False
2014-04-19,0,False
2014-04-20,0,False
2014-04-21,49,False
2014-04-22,56,False
2014-04-23,11,False
2014-04-24,34,False
2014-04-25,24,False
2014-04-26,0,False
2014-04-27,26,False
2014-04-28,22,False
2014-04-29,78,False
2014-04-30,69,False
