date,DIS stock,isPartial
2013-12-01,31,False
2013-12-02,53,False
2013-12-03,72,False
2013-12-04,36,False
2013-12-05,92,False
2013-12-06,86,False
2013-12-07,87,False
2013-12-08,0,False
2013-12-09,73,False
2013-12-10,100,False
2013-12-11,73,False
2013-12-12,75,False
2013-12-13,88,False
2013-12-14,22,False
2013-12-15,44,False
2013-12-16,28,False
2013-12-17,28,False
2013-12-18,19,False
2013-12-19,48,False
2013-12-20,71,False
2013-12-21,34,False
2013-12-22,46,False
2013-12-23,71,False
2013-12-24,91,False
2013-12-25,50,False
2013-12-26,63,False
2013-12-27,92,False
2013-12-28,22,False
2013-12-29,22,False
2013-12-30,100,False
2013-12-31,67,False
