date,HD stock,isPartial
2017-10-01,27,False
2017-10-02,69,False
2017-10-03,68,False
2017-10-04,100,False
2017-10-05,78,False
2017-10-06,70,False
2017-10-07,40,False
2017-10-08,29,False
2017-10-09,52,False
2017-10-10,82,False
2017-10-11,70,False
2017-10-12,75,False
2017-10-13,67,False
2017-10-14,33,False
2017-10-15,43,False
2017-10-16,57,False
2017-10-17,74,False
2017-10-18,47,False
2017-10-19,59,False
2017-10-20,74,False
2017-10-21,36,False
2017-10-22,26,False
2017-10-23,74,False
2017-10-24,76,False
2017-10-25,75,False
2017-10-26,87,False
2017-10-27,62,False
2017-10-28,29,False
2017-10-29,17,False
2017-10-30,52,False
2017-10-31,71,False
