date,NFLX stock,isPartial
2016-09-01,44,False
2016-09-02,51,False
2016-09-03,0,False
2016-09-04,6,False
2016-09-05,15,False
2016-09-06,53,False
2016-09-07,74,False
2016-09-08,54,False
2016-09-09,35,False
2016-09-10,11,False
2016-09-11,11,False
2016-09-12,50,False
2016-09-13,39,False
2016-09-14,68,False
2016-09-15,44,False
2016-09-16,45,False
2016-09-17,0,False
2016-09-18,0,False
2016-09-19,28,False
2016-09-20,43,False
2016-09-21,62,False
2016-09-22,34,False
2016-09-23,71,False
2016-09-24,0,False
2016-09-25,5,False
2016-09-26,47,False
2016-09-27,100,False
2016-09-28,43,False
2016-09-29,39,False
2016-09-30,50,False
