date,KO stock,isPartial
2018-12-01,39,False
2018-12-02,26,False
2018-12-03,77,False
2018-12-04,63,False
2018-12-05,31,False
2018-12-06,64,False
2018-12-07,98,False
2018-12-08,43,False
2018-12-09,13,False
2018-12-10,60,False
2018-12-11,100,False
2018-12-12,50,False
2018-12-13,83,False
2018-12-14,69,False
2018-12-15,20,False
2018-12-16,10,False
2018-12-17,76,False
2018-12-18,53,False
2018-12-19,79,False
2018-12-20,83,False
2018-12-21,87,False
2018-12-22,59,False
2018-12-23,32,False
2018-12-24,70,False
2018-12-25,30,False
2018-12-26,84,False
2018-12-27,65,False
2018-12-28,67,False
2018-12-29,37,False
2018-12-30,14,False
2018-12-31,54,False
