date,CSCO stock,isPartial
2013-05-01,21,False
2013-05-02,12,False
2013-05-03,37,False
2013-05-04,10,False
2013-05-05,20,False
2013-05-06,11,False
2013-05-07,28,False
2013-05-08,22,False
2013-05-09,25,False
2013-05-10,23,False
2013-05-11,20,False
2013-05-12,0,False
2013-05-13,21,False
2013-05-14,29,False
2013-05-15,48,False
2013-05-16,100,False
2013-05-17,77,False
2013-05-18,39,False
2013-05-19,10,False
2013-05-20,38,False
2013-05-21,32,False
2013-05-22,53,False
2013-05-23,43,False
2013-05-24,17,False
2013-05-25,13,False
2013-05-26,10,False
2013-05-27,8,False
2013-05-28,21,False
2013-05-29,29,False
2013-05-30,33,False
2013-05-31,28,False
