date,CTSH stock,isPartial
2013-02-01,35,False
2013-02-02,0,False
2013-02-03,0,False
2013-02-04,0,False
2013-02-05,100,False
2013-02-06,33,False
2013-02-07,34,False
2013-02-08,35,False
2013-02-09,0,False
2013-02-10,0,False
2013-02-11,0,False
2013-02-12,52,False
2013-02-13,0,False
2013-02-14,34,False
2013-02-15,0,False
2013-02-16,40,False
2013-02-17,39,False
2013-02-18,0,False
2013-02-19,33,False
2013-02-20,33,False
2013-02-21,0,False
2013-02-22,35,False
2013-02-23,39,False
2013-02-24,0,False
2013-02-25,65,False
2013-02-26,0,False
2013-02-27,0,False
2013-02-28,33,False
