date,PFE stock,isPartial
2012-02-01,100,False
2012-02-02,33,False
2012-02-03,17,False
2012-02-04,0,False
2012-02-05,20,False
2012-02-06,33,False
2012-02-07,66,False
2012-02-08,17,False
2012-02-09,17,False
2012-02-10,17,False
2012-02-11,0,False
2012-02-12,0,False
2012-02-13,65,False
2012-02-14,0,False
2012-02-15,34,False
2012-02-16,17,False
2012-02-17,35,False
2012-02-18,41,False
2012-02-19,0,False
2012-02-20,35,False
2012-02-21,0,False
2012-02-22,34,False
2012-02-23,67,False
2012-02-24,17,False
2012-02-25,20,False
2012-02-26,20,False
2012-02-27,49,False
2012-02-28,0,False
2012-02-29,0,False
