date,PHG stock,isPartial
2017-02-01,49,False
2017-02-02,50,False
2017-02-03,52,False
2017-02-04,0,False
2017-02-05,0,False
2017-02-06,50,False
2017-02-07,50,False
2017-02-08,0,False
2017-02-09,76,False
2017-02-10,78,False
2017-02-11,0,False
2017-02-12,0,False
2017-02-13,49,False
2017-02-14,100,False
2017-02-15,51,False
2017-02-16,50,False
2017-02-17,50,False
2017-02-18,0,False
2017-02-19,0,False
2017-02-20,50,False
2017-02-21,49,False
2017-02-22,50,False
2017-02-23,0,False
2017-02-24,52,False
2017-02-25,58,False
2017-02-26,56,False
2017-02-27,48,False
2017-02-28,49,False
