date,INTC stock,isPartial
2015-01-01,14,False
2015-01-02,12,False
2015-01-03,51,False
2015-01-04,38,False
2015-01-05,22,False
2015-01-06,89,False
2015-01-07,43,False
2015-01-08,65,False
2015-01-09,79,False
2015-01-10,25,False
2015-01-11,12,False
2015-01-12,32,False
2015-01-13,42,False
2015-01-14,53,False
2015-01-15,76,False
2015-01-16,100,False
2015-01-17,51,False
2015-01-18,25,False
2015-01-19,32,False
2015-01-20,42,False
2015-01-21,63,False
2015-01-22,64,False
2015-01-23,55,False
2015-01-24,37,False
2015-01-25,37,False
2015-01-26,42,False
2015-01-27,84,False
2015-01-28,63,False
2015-01-29,42,False
2015-01-30,22,False
2015-01-31,50,False
