date,HAS stock,isPartial
2018-01-01,43,False
2018-01-02,54,False
2018-01-03,70,False
2018-01-04,79,False
2018-01-05,82,False
2018-01-06,60,False
2018-01-07,52,False
2018-01-08,54,False
2018-01-09,64,False
2018-01-10,68,False
2018-01-11,68,False
2018-01-12,75,False
2018-01-13,57,False
2018-01-14,46,False
2018-01-15,67,False
2018-01-16,88,False
2018-01-17,66,False
2018-01-18,72,False
2018-01-19,72,False
2018-01-20,66,False
2018-01-21,71,False
2018-01-22,76,False
2018-01-23,95,False
2018-01-24,81,False
2018-01-25,88,False
2018-01-26,84,False
2018-01-27,81,False
2018-01-28,85,False
2018-01-29,82,False
2018-01-30,87,False
2018-01-31,100,False
