date,DIS stock,isPartial
2018-09-01,31,False
2018-09-02,12,False
2018-09-03,5,False
2018-09-04,57,False
2018-09-05,79,False
2018-09-06,69,False
2018-09-07,87,False
2018-09-08,24,False
2018-09-09,12,False
2018-09-10,74,False
2018-09-11,42,False
2018-09-12,73,False
2018-09-13,69,False
2018-09-14,92,False
2018-09-15,12,False
2018-09-16,12,False
2018-09-17,75,False
2018-09-18,41,False
2018-09-19,100,False
2018-09-20,96,False
2018-09-21,77,False
2018-09-22,43,False
2018-09-23,0,False
2018-09-24,58,False
2018-09-25,83,False
2018-09-26,98,False
2018-09-27,100,False
2018-09-28,61,False
2018-09-29,48,False
2018-09-30,24,False
