date,PEP stock,isPartial
2016-07-01,39,False
2016-07-02,41,False
2016-07-03,17,False
2016-07-04,59,False
2016-07-05,24,False
2016-07-06,59,False
2016-07-07,100,False
2016-07-08,41,False
2016-07-09,26,False
2016-07-10,34,False
2016-07-11,63,False
2016-07-12,58,False
2016-07-13,64,False
2016-07-14,47,False
2016-07-15,30,False
2016-07-16,45,False
2016-07-17,17,False
2016-07-18,59,False
2016-07-19,34,False
2016-07-20,15,False
2016-07-21,25,False
2016-07-22,25,False
2016-07-23,17,False
2016-07-24,0,False
2016-07-25,53,False
2016-07-26,29,False
2016-07-27,44,False
2016-07-28,37,False
2016-07-29,31,False
2016-07-30,23,False
2016-07-31,22,False
